,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
meta-llama/Llama-2-13b-chat-hf,8.737321490544836,5.6977866572643245,12.789054289930386,4.2613397752047115,15.657612178156079,4.370996507155789,6.890988164098779
