,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
roberta-base,17.877737330114666,49.75791928744801,49.95752607870182,49.818704653150235,49.88165560842528,10.287066594608461,17.049337058930174
