,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
roberta-large,9.33057322028156,14.542017716468889,14.989153842470193,15.005520228794344,14.6829462623513,3.1045194241008343,5.149501198178997
