,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
EleutherAI/pythia-6.9b,11.9930168757882,0.6136744288709468,4.6147281124781,0.38290196947521155,0.609496112724021,2.237221173715634,0.42654131505003723
