,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
microsoft/phi-2,1.3682842976469451,1.4254034395441908,1.4164560063394813,1.4096806380517084,1.4659033966633543,1.4046251852374279,1.40298873813521
