,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
meta-llama/Meta-Llama-3-70B-Instruct,2.885887488337996,1.30767664822308,3.1722788637923394,0.8866977817809941,4.948245971583271,1.0947156224863608,2.0656582004540525
