,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
google/flan-t5-small,13.905889085198728,39.21433042457141,39.10023767007814,39.321974787572195,39.35739678229214,39.27306095123059,39.296002338476704
