,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
Qwen/Qwen1.5-0.5B-Chat,0.11489440449895631,0.11378362668954523,0.11370303632184228,0.1135786291253157,0.11609064983567617,0.11376102746633614,0.11346022134974401
