,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
EleutherAI/pythia-2.8b,13.587677252235617,16.676393858013224,24.932125217486412,15.212693880689477,27.22291543821401,15.121153335191195,20.86899064894175
