,pkavumba/balanced-copa,SetFit/mrpc,nightingal3/fig-qa,mteb/amazon_polarity,gimmaru/story_cloze-2016,yahoo_answers_topics,dair-ai/emotion
google/flan-t5-large,8.169147130011103,13.184603925514587,13.174060415053335,13.18872486631819,13.169338701579735,13.181871180905084,13.180063095685696
