,model,shot,SPC,PPC,excluded,dataset,Mean,std,speed
0,roberta-base,0,4000,5,None,amazon_p,0.92376,0.004615192303685734,164.54320180630367
1,roberta-base,0,4000,5,None,copa,0.6958399999999999,0.00952050418832952,511.95334917943035
2,roberta-base,0,4000,5,None,emotion,0.4615,0.03471469429506761,126.0925594429502
3,roberta-base,0,4000,5,None,figqa,0.6053016453382084,0.011195108513634264,531.4333369978497
4,roberta-base,0,4000,5,None,mrpc,0.6682434782608696,0.06743815731440007,743.9266954228486
5,roberta-base,0,4000,5,None,storycloze,0.784710743801653,0.02099574130452919,437.84200017170735
6,roberta-base,0,4000,5,None,yahoo,0.35884,0.030348970328497142,227.5883829383843
