,model,shot,SPC,PPC,excluded,dataset,Mean,std,speed
0,roberta-base,0,7143,5,"samsum,wikilingua",amazon_p,0.9309999999999998,0.0025495097567963944,154.34803531970175
1,roberta-base,0,7143,5,"samsum,wikilingua",copa,0.7459999999999999,0.010392304845413274,496.43384381864405
2,roberta-base,0,7143,5,"samsum,wikilingua",emotion,0.4795999999999999,0.02325510696599781,119.67263378135733
3,roberta-base,0,7143,5,"samsum,wikilingua",figqa,0.5965265082266911,0.00709808726081065,518.2898181532652
4,roberta-base,0,7143,5,"samsum,wikilingua",mrpc,0.7164057971014492,0.029289421218882346,693.5160352548133
5,roberta-base,0,7143,5,"samsum,wikilingua",storycloze,0.7115702479338843,0.05546568319382388,405.618790766134
6,roberta-base,0,7143,5,"samsum,wikilingua",yahoo,0.32280000000000003,0.023562682360037022,217.08365329399484
