,model,shot,SPC,PPC,excluded,dataset,Mean,std,speed
0,roberta-base,0,4000,5,None,amazon_p,0.9228,0.008167006795638174,164.6507472562974
1,roberta-base,0,4000,5,None,copa,0.7528,0.0052153619241621235,487.1576037377366
2,roberta-base,0,4000,5,None,emotion,0.47059999999999996,0.04285207112847639,117.68275870312212
3,roberta-base,0,4000,5,None,figqa,0.6080438756855576,0.008753209959688554,502.5156828581721
4,roberta-base,0,4000,5,None,mrpc,0.7231304347826086,0.011147933105216385,753.4599885239413
5,roberta-base,0,4000,5,None,storycloze,0.7859504132231405,0.02734580429924034,430.5161363864105
6,roberta-base,0,4000,5,None,yahoo,0.3994,0.026623298067669974,207.54232077020825
7,roberta-base,32,4000,5,None,amazon_p,0.9242000000000001,0.007628892449104267,163.67365970089799
8,roberta-base,32,4000,5,None,copa,0.7504,0.0058991524815010556,494.70536694767105
9,roberta-base,32,4000,5,None,emotion,0.4537,0.03175216528049699,117.46417852635291
10,roberta-base,32,4000,5,None,figqa,0.6025594149908592,0.009895699161041561,503.7747159591439
11,roberta-base,32,4000,5,None,mrpc,0.7000579710144927,0.01867980454042701,732.6497068420591
12,roberta-base,32,4000,5,None,storycloze,0.7973140495867768,0.03464519341772697,435.3571550863918
13,roberta-base,32,4000,5,None,yahoo,0.38180000000000003,0.025361387974635774,218.63122901859748
14,roberta-base,200,4000,5,None,amazon_p,0.9218,0.008318653737234175,165.3096190950062
15,roberta-base,200,4000,5,None,copa,0.7516,0.0053665631459995,488.0662106909158
16,roberta-base,200,4000,5,None,emotion,0.47059999999999996,0.042852071128476395,118.10764211292516
17,roberta-base,200,4000,5,None,figqa,0.5762340036563072,0.03736886304813493,507.94195507839083
18,roberta-base,200,4000,5,None,mrpc,0.687304347826087,0.023539372960958118,732.3710192623246
19,roberta-base,200,4000,5,None,storycloze,0.8006198347107437,0.03304170576801545,442.60840856393816
20,roberta-base,200,4000,5,None,yahoo,0.39380000000000004,0.02488372962399326,220.20716321092624
21,roberta-base,500,4000,5,None,amazon_p,0.9172,0.008318653737234177,165.14018874474246
22,roberta-base,500,4000,5,None,copa,0.7508,0.0060991802727907675,483.0216190758607
23,roberta-base,500,4000,5,None,emotion,0.4848,0.04171870084266766,118.29140131241952
24,roberta-base,500,4000,5,None,figqa,0.6142595978062158,0.005006604730394563,503.82255144026004
25,roberta-base,500,4000,5,None,mrpc,0.7034202898550724,0.020779192410174945,718.3000531605546
26,roberta-base,500,4000,5,None,storycloze,0.8119834710743801,0.0325372226198835,448.8267256298057
27,roberta-base,500,4000,5,None,yahoo,0.369,0.02683281572999747,219.30797246699595
28,roberta-base,1000,4000,5,None,amazon_p,0.9258,0.003420526275297417,163.8632968031573
29,roberta-base,1000,4000,5,None,copa,0.7547999999999999,0.006418722614352491,488.43996845326836
30,roberta-base,1000,4000,5,None,emotion,0.4821,0.03888830158286677,118.25276654617964
31,roberta-base,1000,4000,5,None,figqa,0.6080438756855576,0.008753209959688554,506.04867513705904
32,roberta-base,1000,4000,5,None,mrpc,0.6863768115942028,0.016060168321385567,724.2270186974563
33,roberta-base,1000,4000,5,None,storycloze,0.8016528925619835,0.029753142198170768,441.908584218163
34,roberta-base,1000,4000,5,None,yahoo,0.4114,0.012521980673998808,215.0741603762428
35,roberta-base,full,4000,5,None,amazon_p,0.9244,0.0026076809620810618,164.24734424784685
36,roberta-base,full,4000,5,None,copa,0.7524,0.0066932802122726094,471.98468263450377
37,roberta-base,full,4000,5,None,emotion,0.4962999999999999,0.03175216528049699,118.68789805189415
38,roberta-base,full,4000,5,None,figqa,0.603473491773309,0.006882943545527119,499.9190099962663
39,roberta-base,full,4000,5,None,mrpc,0.6970434782608695,0.025274298608118202,728.2316778742572
40,roberta-base,full,4000,5,None,storycloze,0.787396694214876,0.028772098499639295,431.7444344092336
41,roberta-base,full,4000,5,None,yahoo,0.3754,0.027070278905101813,219.0814253834702
